stock_name,stock_symbol,period,gross_profit_margin,operating_profit_margin,net_profit_margin,return_on_equity,debt_ratio,interest_coverage,current_ratio,quick_ratio,accounts_turnover,inventory_turnover,eps,book_value_per_share,date
明達醫,6527,Y,32.9,15.69,14.46,15.39,23.43,143.72,290.25,161.52,5.87,2.36,4.82,32.8,2022-12-01 00:00:00
強生,4747,Q,41.04,18.96,15.04,2.53,15.37,106.21,263.5,190.96,1.26,0.73,0.75,29.91,2023-03-01 00:00:00
強生,4747,Q,42,16.53,13.14,2.15,16.12,96.31,247.38,169.94,1.32,0.62,0.62,29.04,2022-12-01 00:00:00
強生,4747,Q,43.85,18.96,15.2,2.29,15.95,104.45,240.59,153.52,1.28,0.52,0.64,28.36,2022-09-01 00:00:00
強生,4747,Q,38.63,15.51,12.31,1.7,19.63,53.16,211.77,142.16,1.22,0.53,0.48,27.73,2022-06-01 00:00:00
強生,4747,Q,40.38,14.83,11.51,1.49,14.32,69.54,293.35,195.6,1.21,0.47,0.42,28.55,2022-03-01 00:00:00
強生,4747,Y,41.32,16.54,13.11,7.54,16.12,78.14,247.38,169.94,4.78,2.12,2.16,29.04,2022-12-01 00:00:00
中裕,4147,Q,62.58,-99.13,-112.59,-3.02,34.54,-21.88,683.92,241.5,0.54,0.02,-0.32,10.47,2023-03-01 00:00:00
中裕,4147,Q,40.04,7.76,-11.57,-1.38,33.8,-10.74,656.33,225.64,2.25,0.14,-0.15,10.75,2022-12-01 00:00:00
中裕,4147,Q,35.11,-61.52,-37.25,-1.3,38.29,-12.25,793,302.47,0.48,0.04,-0.14,10.88,2022-09-01 00:00:00
中裕,4147,Q,50.84,-55.96,-76.31,-2.7,38.13,-30.21,860.35,334.55,0.57,0.03,-0.3,10.97,2022-06-01 00:00:00
中裕,4147,Q,1.47,-251.31,-294.47,-4.15,40.12,-67.99,540.08,209.02,0.27,0.03,-0.47,11.24,2022-03-01 00:00:00
中裕,4147,Y,38.31,-34.08,-47.83,-9.52,33.8,-25.66,656.33,225.64,4.4,0.27,-1.07,10.75,2022-12-01 00:00:00
益安,6499,Q,14.69,-468.19,-439.62,-5.37,11.66,-104.41,555.61,538.8,1.13,3.61,-1.98,38.6,2023-03-01 00:00:00
益安,6499,Q,19.99,-508.92,-540.58,-5.29,9.32,-119.97,824.99,809.13,1.05,4.57,-2.11,41.05,2022-12-01 00:00:00
益安,6499,Q,8.74,-442.55,-342.17,-3.61,8.2,-102.66,974.76,955.92,0.78,7.87,-1.42,43.26,2022-09-01 00:00:00
益安,6499,Q,-9.61,-535.32,-697.54,-4.97,9.64,-102.61,749.05,736.82,0.75,9.49,-2.63,53.23,2022-06-01 00:00:00
益安,6499,Q,93.75,21.43,25.92,1.17,5.1,68.78,1455.09,1442.92,19.73,0,0.92,56.84,2022-03-01 00:00:00
益安,6499,Y,62.62,-163.53,-166.57,-12.66,9.32,-83.27,824.99,809.13,14.05,22.17,-4.95,41.05,2022-12-01 00:00:00
合一,4743,Q,47.91,-1128.86,-1214.14,-1.8,4.39,-237.6,4203.45,4104.88,1.45,0.1,-0.68,37.17,2023-03-01 00:00:00
合一,4743,Q,25,-1969.87,-4400.87,-4.26,4.5,-571.01,3946.85,3863.69,1.11,0.1,-1.66,37.47,2022-12-01 00:00:00
合一,4743,Q,35.6,-2192.7,1995.99,1.84,3.96,245.64,4508.8,4429.08,1.19,0.09,0.71,39.63,2022-09-01 00:00:00
合一,4743,Q,81.53,56.79,33.02,2.34,4.17,376.66,4456.84,4379.28,61.12,2.13,0.87,37.05,2022-06-01 00:00:00
合一,4743,Q,33.59,-1115.57,1941.32,2.75,10.4,334.33,4470.56,4342.34,1.05,0.16,1.01,36.73,2022-03-01 00:00:00
合一,4743,Y,79.24,-22.66,33.02,2.43,4.5,99.29,3946.85,3863.69,77,2.3,0.93,37.47,2022-12-01 00:00:00
德英,4911,Q,77.92,45.31,36.95,2.16,8.73,0,335.08,296.72,10.43,0.37,0.27,12.68,2023-03-01 00:00:00
德英,4911,Q,77.89,39.85,31.75,1.39,11.75,0,253.65,225.34,9.96,0.3,0.17,12.41,2022-12-01 00:00:00
德英,4911,Q,65.18,24.85,29.27,0.85,3.18,0,670.3,577.97,6.27,0.37,0.1,12.24,2022-09-01 00:00:00
德英,4911,Q,21.16,-82.76,-37.97,-0.43,1.59,0,1200.84,1013.47,3.21,0.33,-0.05,12.14,2022-06-01 00:00:00
德英,4911,Q,20.84,-69.62,-69.11,-0.74,1.07,0,1786.13,1508.57,1.63,0.3,-0.09,12.19,2022-03-01 00:00:00
皇將,4744,Q,40.19,-61.21,-68.12,-6.44,56.96,-15.98,205.83,120.99,1.8,0.19,-1.29,18.95,2023-03-01 00:00:00
德英,4911,Y,60.91,8.49,11.42,1.07,11.75,0,253.65,225.34,22.12,1.14,0.13,12.41,2022-12-01 00:00:00
皇將,4744,Q,46.24,9.39,-2.9,-0.93,49.93,-0.7,255.27,151.42,4.46,0.54,-0.21,21.14,2022-12-01 00:00:00
皇將,4744,Q,42.97,-6.59,18.21,3.92,58.19,14.9,166.72,66.67,2.4,0.31,0.8,21.07,2022-09-01 00:00:00
皇將,4744,Q,42.36,1,13.89,3.42,59.04,13.53,160.68,68.76,2.31,0.35,0.66,19.84,2022-06-01 00:00:00
皇將,4744,Q,42.88,-17.35,0.23,0.05,59.43,2.05,159.55,83.45,1.36,0.31,0.01,18.91,2022-03-01 00:00:00
科懋,6496,Q,36.3,-10.94,-12.72,-2,30.31,-19.65,306.15,216.41,1.3,0.63,-0.52,25.28,2023-03-01 00:00:00
科懋,6496,Q,40.92,0.43,-0.68,-0.09,29.59,3.81,314.65,224.93,1.24,0.55,-0.02,25.86,2022-12-01 00:00:00
科懋,6496,Q,42.69,-5.15,-5.73,-0.84,29.7,-6.14,314.24,229.4,1.39,0.57,-0.22,25.6,2022-09-01 00:00:00
科懋,6496,Q,44.47,-6.88,-8.01,-1.04,29.91,-9.2,898.59,650.12,1.27,0.49,-0.27,26.07,2022-06-01 00:00:00
科懋,6496,Q,43.03,-5.92,-5.83,-0.83,29.19,-8.21,979.08,717.82,1.03,0.53,-0.22,26.37,2022-03-01 00:00:00
保瑞,6472,Q,40.28,32.37,21.82,18.59,73.33,33.78,117.06,97.2,0.86,1.53,13.62,70.74,2023-03-01 00:00:00
保瑞,6472,Q,20.63,12.42,7.7,8.3,77.42,9.19,116.63,94.33,0.89,1.97,5.37,60.06,2022-12-01 00:00:00
保瑞,6472,Q,33.11,23.62,21.08,13.29,79.63,26.06,116.29,91.06,0.83,1.08,7.58,54.46,2022-09-01 00:00:00
保瑞,6472,Q,38.99,27.27,17.72,6.79,61.46,27.32,201.46,152.42,1.65,0.83,3.52,49.43,2022-06-01 00:00:00
保瑞,6472,Q,34.86,22.52,16.04,5.71,58.7,25.55,141.04,88.29,1.33,0.78,2.62,45.71,2022-03-01 00:00:00
保瑞,6472,Y,27.76,18.32,13.35,33.8,77.42,17.92,116.63,94.33,3.04,5.3,18.52,60.06,2022-12-01 00:00:00
皇將,4744,Y,43.98,-1.12,6.23,5.75,49.93,7.89,255.27,151.42,7.95,1.82,1.24,21.14,2022-12-01 00:00:00
科懋,6496,Y,42.75,-4.36,-5.03,-2.77,29.59,-4.98,314.65,224.93,3.86,1.96,-0.74,25.86,2022-12-01 00:00:00
擎邦,6122,Q,8.9,6.58,5.72,4.44,62.45,78.18,149.15,73.47,3.8,940.12,0.8,18.48,2023-03-01 00:00:00
生華科,6492,Q,58.4,-30800.8,-29261.2,-4.64,1.48,-477.12,9774.65,9644.81,0,0,-0.82,17.26,2023-03-01 00:00:00
生華科,6492,Q,28.4,-37574.4,-36730.8,-5.53,2.47,-602.03,4969.4,4915.5,0,0,-1.03,18.1,2022-12-01 00:00:00
生華科,6492,Q,62.4,-33842.4,-33034,-4.73,2.57,-538.77,4957.75,4915.21,0,0,-0.93,19.16,2022-09-01 00:00:00
生華科,6492,Q,57.6,-39590.8,-39037.6,-5.32,1.67,-855.09,7946.4,7892.72,0,0,-1.09,20.03,2022-06-01 00:00:00
生華科,6492,Q,53.6,-31438.4,-31050.4,-4.03,2.55,-610.23,4752.93,4722.3,2.65,0,-0.87,21.09,2022-03-01 00:00:00
生華科,6492,Y,50.5,-35611.5,-34963.2,-19.52,2.47,-639.18,4969.4,4915.5,10.58,0,-3.92,18.1,2022-12-01 00:00:00
擎邦,6122,Q,9.09,6.19,4.94,3.37,65.76,53.17,141.66,82.27,3.35,791.49,0.58,17.63,2022-12-01 00:00:00
擎邦,6122,Q,10.73,5.98,5.92,2.64,56.66,68.47,161.2,59.45,7.5,492.78,0.45,17.39,2022-09-01 00:00:00
擎邦,6122,Q,8.38,5.27,5.42,2.54,53.92,102.03,168.8,66.76,3.31,521.01,0.43,16.83,2022-06-01 00:00:00
擎邦,6122,Q,7.38,4.09,4.85,2.08,54.37,151.54,168.17,76.34,3.44,476.79,0.35,16.85,2022-03-01 00:00:00
大樹,6469,Q,27.48,4.91,4.11,6.28,76.2,14.79,165.04,75.31,8.27,1.01,1.74,26.08,2023-03-01 00:00:00
大樹,6469,Q,28.84,5.65,4.44,6.69,74.06,14.85,175.2,92.33,8.55,1.03,1.89,28.94,2022-12-01 00:00:00
大樹,6469,Q,27.12,5.76,4.69,7.43,75.91,19.79,166.79,90.16,7.73,1.05,1.9,26.85,2022-09-01 00:00:00
大樹,6469,Q,27.65,7.57,6.17,12.09,75.67,32.64,123.95,58.51,8.43,1.28,2.74,29.97,2022-06-01 00:00:00
大樹,6469,Q,26.34,4.36,3.7,6.13,75,16.76,127.6,55.64,6.85,1.2,1.67,26.51,2022-03-01 00:00:00
藥華藥,6446,Q,85,-81.73,-82.86,-6.06,26.69,-38.76,368.98,331.24,1.07,0.12,-2.44,39.9,2023-03-01 00:00:00
泰博,4736,Q,47.25,26.83,26.08,4.34,35.45,195.63,193.12,156.77,1.21,0.52,4.17,85.66,2023-03-01 00:00:00
泰博,4736,Q,52.6,26.78,22.52,4.19,22.53,134.5,317.25,248.36,1.27,0.51,4.21,101.52,2022-12-01 00:00:00
泰博,4736,Q,52.14,39.34,34.04,9.06,25.15,296.67,289.43,219.14,1.05,0.6,8.52,96.96,2022-09-01 00:00:00
泰博,4736,Q,68.16,55.44,44.41,20.92,39.36,643.39,180.3,137.24,1.65,0.64,16.75,87.96,2022-06-01 00:00:00
泰博,4736,Q,54.22,39.17,35.4,8.74,38.99,223.1,168.74,127.23,1.28,0.55,6.69,71.26,2022-03-01 00:00:00
寶島科,5312,Q,62.19,10.89,12.13,4.35,56.61,16.96,166.54,139.39,37.25,0.62,1.96,46.87,2023-03-01 00:00:00
合富-KY,4745,Q,20.51,4.36,4.07,0.92,25.04,8.78,368.97,279.95,0.34,1.05,0.35,37.16,2023-03-01 00:00:00
藥華藥,6446,Q,88.18,-68.88,-17.87,-1.71,20.81,-57.41,524.44,475.14,1.14,0.09,-0.53,40.26,2022-12-01 00:00:00
藥華藥,6446,Q,75.92,-69.67,-50.42,-7.42,27.14,-141.65,463.21,370.88,1.17,0.22,-1.44,19.03,2022-09-01 00:00:00
藥華藥,6446,Q,59.42,-33.4,-28.1,-5.7,23.54,-98.71,581.09,478.36,1.61,0.45,-0.98,19.77,2022-06-01 00:00:00
藥華藥,6446,Q,52.04,-221.24,-214.84,-13.08,27.48,-230.53,446.06,326.98,0.52,0.13,-1.96,14.53,2022-03-01 00:00:00
寶島科,5312,Q,60.51,7.3,3.66,1.23,59.06,4.76,156.62,130.27,32.68,0.6,0.53,43.17,2022-12-01 00:00:00
寶島科,5312,Q,61.34,8.28,10.46,3.65,59.32,18.51,153.97,127.35,44.98,0.62,1.56,42.29,2022-09-01 00:00:00
寶島科,5312,Q,61.14,0.76,-2.64,-0.7,55.8,-1.93,157.18,124.8,41.68,0.5,-0.31,43.23,2022-06-01 00:00:00
寶島科,5312,Q,60.93,5.36,7.76,2.32,52.75,16.42,74.65,37.98,38.2,0.55,1.06,47.14,2022-03-01 00:00:00
合富-KY,4745,Q,19.23,5.98,4.16,1.12,27.82,11.89,333.76,250.66,0.39,1.26,0.33,36.61,2022-12-01 00:00:00
合富-KY,4745,Q,18.47,6.34,3.61,1.03,28.81,15.82,325.18,249.07,0.41,1.42,0.2,36.83,2022-09-01 00:00:00
合富-KY,4745,Q,21.16,8.2,5.07,1.35,27.25,26.77,347.42,275.85,0.44,1.42,0.35,36.15,2022-06-01 00:00:00
益得,6461,Q,-1086.26,-2102.36,-2225.86,-8.18,62.43,-9.03,106.86,87.59,1.14,1,-0.7,8.15,2023-03-01 00:00:00
益得,6461,Q,-976.98,-2269.08,-2351.59,-9.21,59.55,-12.5,128.15,101.58,1.58,0.79,-0.85,8.82,2022-12-01 00:00:00
益得,6461,Q,-1547.63,-2841.09,-2920.51,-6.5,57.4,-12.55,484.99,388.64,0.51,0.73,-0.65,9.6,2022-09-01 00:00:00
益得,6461,Q,-628.51,-1455.87,-1484.54,-6.87,51.3,-16.32,317.21,215.33,0.64,0.75,-0.73,10.22,2022-06-01 00:00:00
益得,6461,Q,-273.36,-595.84,-619.52,-5.31,49.46,-12.11,303.59,226.31,0.98,0.72,-0.6,10.93,2022-03-01 00:00:00
泰博,4736,Y,58.65,43.01,36.03,39.35,22.53,314.18,317.25,248.36,7.67,2.59,36.03,101.52,2022-12-01 00:00:00
大樹,6469,Y,27.54,5.92,4.81,30.61,74.06,20.24,175.2,92.33,32.31,4.72,7.85,28.94,2022-12-01 00:00:00
益得,6461,Y,-622.75,-1345.12,-1386.55,-27.68,59.55,-13.23,128.15,101.58,2.75,3.06,-2.82,8.82,2022-12-01 00:00:00
寶島科,5312,Y,60.98,5.67,5.16,6.49,59.06,8.1,156.62,130.27,121.16,2.2,2.83,43.17,2022-12-01 00:00:00
合富-KY,4745,Q,19.73,5.76,3.9,1.19,24.41,15.43,395.33,301.86,0.49,1.41,0.33,37.74,2022-03-01 00:00:00
合富-KY,4745,Y,19.63,6.57,4.18,5.39,27.82,16.56,333.76,250.66,1.88,5.42,1.22,36.61,2022-12-01 00:00:00
順藥,6535,Q,17.9,-910.13,1804.88,8.26,9.58,7198.85,674.94,579.72,0.73,0.06,0.89,10.89,2023-03-01 00:00:00
順藥,6535,Q,66.96,-432.76,207.77,1.83,11.44,1193.68,643.6,557.56,1.76,0.04,0.24,9.99,2022-12-01 00:00:00
順藥,6535,Q,53.77,-1819.54,-3372.29,-9.29,11.1,-5152.9,697.06,601.92,1.31,0.02,-0.95,9.74,2022-09-01 00:00:00
順藥,6535,Q,29.86,-2054.72,-3975.95,-10.61,10.79,-4876.5,702.37,619.07,1.37,0.04,-1.2,10.68,2022-06-01 00:00:00
順藥,6535,Q,36.49,-2128.09,-6595.6,-9.1,9.51,-3416.5,778.68,694.83,0.46,0.02,-1.14,11.87,2022-03-01 00:00:00
順藥,6535,Y,54.65,-1148.26,-1893.56,-26.63,11.44,-3384.54,643.6,557.56,2.25,0.13,-3.05,9.99,2022-12-01 00:00:00
藥華藥,6446,Y,71.82,-70.37,-47.7,-16.77,20.81,-98.41,524.44,475.14,4.56,0.83,-4.84,40.26,2022-12-01 00:00:00
瑞穎,8083,Q,34.2,22.84,16.2,2.99,29.1,20.72,229.4,96.7,0.86,0.29,1.07,36.39,2023-03-01 00:00:00
瑞穎,8083,Q,35.39,20.59,10.62,2.17,37.09,22.3,185.16,96.22,0.58,0.31,0.76,35.32,2022-12-01 00:00:00
瑞穎,8083,Q,38.88,25.38,28.57,10.15,42.37,64.54,164.26,91.74,0.64,0.48,3.34,34.56,2022-09-01 00:00:00
瑞穎,8083,Q,37.83,22.94,23.28,9.22,52.34,75.37,134.48,81.78,0.64,0.59,3.2,31.23,2022-06-01 00:00:00
瑞穎,8083,Q,31.53,20.21,19.89,8.17,42.36,63.94,175.05,111.91,0.7,0.72,3,38.22,2022-03-01 00:00:00
上亞科技,6130,Q,28.75,-7.51,-14.46,-0.94,19.5,-8.24,404.52,346.37,2.96,3.09,-0.21,17.22,2023-03-01 00:00:00
台蠟,1742,Q,49.31,28.85,24.35,1.99,54.1,4.88,145.99,65.51,0.95,0.95,0.27,13.94,2023-03-01 00:00:00
立康,6242,Q,65.13,21.75,18.06,4.83,16.76,0,284.71,249.97,18.07,1.54,1.21,25.54,2023-03-01 00:00:00
擎邦,6122,Y,8.94,5.5,5.25,10.57,65.76,74.7,141.66,82.27,10.5,2282.06,1.79,17.63,2022-12-01 00:00:00
上亞科技,6130,Q,50.58,-30.23,129.9,3.2,17.91,35.5,659.77,629.84,1.18,2.08,0.57,17.4,2022-12-01 00:00:00
上亞科技,6130,Q,46.49,-18.72,9.19,0.34,18.16,6.08,475.84,448.29,1.52,3.17,0.06,16.84,2022-09-01 00:00:00
上亞科技,6130,Q,39.66,-40.65,-60.29,-2.16,11.33,-46.32,468.5,405.01,1.36,4.4,-0.3,16.78,2022-06-01 00:00:00
上亞科技,6130,Q,57.63,-24.45,-72.83,-2.69,14.25,-55.29,130.2,96.81,1.35,3.23,-0.33,12.28,2022-03-01 00:00:00
台蠟,1742,Q,37.2,-203.5,-267.84,-11.33,51.83,-28.93,155.54,70.13,0.55,0.6,-1.65,13.64,2022-12-01 00:00:00
台蠟,1742,Q,18.97,-21.54,-11.15,-1.24,42.64,-4.56,191.73,118.45,1.83,1.55,-0.22,17.63,2022-09-01 00:00:00
台蠟,1742,Q,28.15,14.95,27.73,2.48,35.44,13.8,232.96,153.94,1.91,0.76,0.44,17.81,2022-06-01 00:00:00
台蠟,1742,Q,9.93,-3.23,7.78,0.78,37.19,5.85,221.74,130.27,3.05,0.97,0.14,17.65,2022-03-01 00:00:00
台蠟,1742,Y,20.89,-28.04,-25.65,-9.33,51.83,-7.92,155.54,70.13,7.59,4.19,-1.34,13.64,2022-12-01 00:00:00
瑞穎,8083,Y,35.73,22.32,21.61,29.2,37.09,58.24,185.16,96.22,3.25,2.07,10.3,35.32,2022-12-01 00:00:00
上亞科技,6130,Y,47.91,-27.96,1.5,0.21,17.91,3.53,659.77,629.84,5.96,13.7,0.03,17.4,2022-12-01 00:00:00
立康,6242,Q,63.01,21.95,18.47,6.51,17.23,7507.33,260.76,230.68,12.45,2.36,1.55,24.46,2022-12-01 00:00:00
立康,6242,Q,59.18,20.7,17.04,6.07,19.32,451.05,256.01,224.13,4.42,2.42,1.36,23.12,2022-09-01 00:00:00
立康,6242,Q,42.95,18.91,15.07,6.02,27.24,366.63,189.14,165.2,5.74,3.27,1.31,22.68,2022-06-01 00:00:00
立康,6242,Q,68,17.61,13.76,2.79,19.77,196.22,255.71,213.36,13.02,1,0.63,22.87,2022-03-01 00:00:00
立康,6242,Y,56.79,20.07,16.38,21.11,17.23,486.51,260.76,230.68,74.92,9.61,4.81,24.46,2022-12-01 00:00:00
博晟生醫,6733,Q,73,-539.14,-510.76,-6.14,6.81,-818.11,3901.85,3688.3,0.94,0.35,-0.46,8.54,2023-03-01 00:00:00
博晟生醫,6733,Q,63.98,-561.4,-523.87,-7.62,11.02,-816.86,1701.1,1587.04,1.19,0.61,-0.52,6.82,2022-12-01 00:00:00
博晟生醫,6733,Q,84.13,-641.96,-612.15,-7.24,8.49,-15164.75,2512.1,2358.43,1.45,0.21,-0.5,7.3,2022-09-01 00:00:00
博晟生醫,6733,Q,87.79,-709.42,-655.23,-4.49,7.45,-6806.17,3926.65,3708.96,1.15,0.11,-0.33,7.79,2022-06-01 00:00:00
博晟生醫,6733,Q,50.38,-1088.87,-1017.83,-5.53,7.16,-6584.63,4394.48,4152.26,1.06,0.31,-0.43,8.16,2022-03-01 00:00:00
博晟生醫,6733,Y,72.44,-697.11,-653.5,-24.54,11.02,-2349.49,1701.1,1587.04,3.85,1.24,-1.79,6.82,2022-12-01 00:00:00
台微醫,6767,Q,78.32,-4.29,17.79,3.11,25.4,48.03,479.42,208.8,1.28,0.28,0.4,13.09,2023-03-01 00:00:00
軒郁,6703,Q,68.87,17.53,14.51,7.64,30.86,454.21,301.68,259.87,3.15,1.26,3.11,39.79,2023-03-01 00:00:00
軒郁,6703,Q,66.2,15.41,14.23,8.68,22.34,458.18,421.45,365.51,4.32,1.78,3.53,41.76,2022-12-01 00:00:00
軒郁,6703,Q,66.77,12.37,9.8,4.4,17.26,577.34,558.47,466.66,3.37,1.42,1.66,38.41,2022-09-01 00:00:00
軒郁,6703,Q,60.72,10.48,6.19,3,25.89,278.81,359.18,315.44,3.95,1.83,1.23,41.12,2022-06-01 00:00:00
軒郁,6703,Q,67.53,12.67,10.93,3.96,27.54,301.61,338.42,292.27,3.47,1.12,1.69,39.58,2022-03-01 00:00:00
奈米醫材,6612,Q,80.41,20.72,13.95,2.22,17.57,127.39,447.88,370.55,1.05,0.36,0.77,25.5,2023-03-01 00:00:00
奈米醫材,6612,Q,76.6,12.3,12.63,1.86,10.13,190.03,710.67,587.15,1.12,0.41,0.69,25.72,2022-12-01 00:00:00
奈米醫材,6612,Q,88.89,31.83,33.81,4.96,16.27,375.16,403.69,333.6,1.2,0.21,1.43,25.38,2022-09-01 00:00:00
奈米醫材,6612,Q,76.12,24.32,19.5,2.89,16.19,225.23,386.62,324.45,1.22,0.49,0.81,23.09,2022-06-01 00:00:00
奈米醫材,6612,Q,84.88,30.13,20.57,2.98,17.52,212.52,381.26,316.67,1.28,0.31,0.88,22.12,2022-03-01 00:00:00
台微醫,6767,Q,77.67,-7.14,-9.63,-1.39,26.72,-17.86,466.53,202.59,1.09,0.24,-0.18,12.69,2022-12-01 00:00:00
台微醫,6767,Q,76.75,3.9,4.12,0.66,25.86,9.87,511.03,232.84,1.26,0.3,0.08,12.87,2022-09-01 00:00:00
台微醫,6767,Q,74.18,-1.78,-9.35,-1.25,24.96,-15.4,541.13,259.83,1.2,0.29,-0.16,12.78,2022-06-01 00:00:00
台微醫,6767,Q,73.59,-17.11,-22.19,-2.51,23.95,-33.85,570.59,291.16,1.07,0.27,-0.33,12.94,2022-03-01 00:00:00
長佳智能,6841,Q,60.36,-286.3,20.74,0.13,1.37,163.73,7910.03,7882.33,1.05,3.23,0.03,23.13,2023-03-01 00:00:00
長佳智能,6841,Q,70.76,-102.69,866.11,11.57,2.01,11255.31,5021.89,5002.06,2.14,1.9,2.03,18.58,2022-12-01 00:00:00
長佳智能,6841,Q,70.19,-181.87,-155.19,-1.03,1.51,-947.38,9880.57,9819.1,2.91,1.06,-0.17,16.54,2022-09-01 00:00:00
長佳智能,6841,Q,78.16,-97.88,-82.16,-0.8,1.73,-660.11,8149.41,8109.08,7.23,3.01,-0.13,16.71,2022-06-01 00:00:00
長佳智能,6841,Q,67.98,-211.44,-186.08,-1.09,1.84,-1262.15,7140.05,7119.55,6.07,6.69,-0.19,16.84,2022-03-01 00:00:00
台康生技,6589,Q,17.93,-101.91,-94.07,-1.92,7.89,-80.47,1657.59,1430.83,2.57,0.23,-0.67,34.43,2023-03-01 00:00:00
台微醫,6767,Y,75.71,-4.73,-8.21,-4.5,26.72,-14.24,466.53,202.59,4.58,1.09,-0.58,12.69,2022-12-01 00:00:00
醫揚,6569,Q,33.99,9.53,17.1,3.92,27.52,87.33,304.72,186.53,1.39,0.68,1.69,43.65,2023-03-01 00:00:00
醫揚,6569,Q,33.06,15.17,15.68,5.62,28.78,72.37,294.47,189.89,2.24,0.97,2.32,41.85,2022-12-01 00:00:00
醫揚,6569,Q,26.33,5.08,15.92,4.16,31.63,71.6,262.45,153.34,1.9,0.75,1.61,39.44,2022-09-01 00:00:00
醫揚,6569,Q,28.85,6.11,8.85,2.45,35.93,63.25,216.46,147.04,1.68,0.88,0.96,37.51,2022-06-01 00:00:00
醫揚,6569,Q,28.52,7.77,9.91,3.52,34.42,65.46,230.74,161.01,1.87,1.08,1.39,40.03,2022-03-01 00:00:00
亨泰光,6747,Q,68.17,32.83,27.3,4.59,28.06,341.27,227.81,197.75,1.7,0.64,2.22,44.87,2023-03-01 00:00:00
亨泰光,6747,Q,65.98,18.85,8.76,1.12,13.53,136.25,542.32,473.13,1.19,0.57,0.59,51.14,2022-12-01 00:00:00
奈米醫材,6612,Y,81.56,24.36,21.57,12.55,10.13,249.45,710.67,587.15,4.67,1.37,3.81,25.72,2022-12-01 00:00:00
商之器,8409,Q,68.37,-69.12,-57.86,-5.84,29.62,-53.73,152.1,134.98,0.83,8.31,-0.57,9.42,2023-03-01 00:00:00
商之器,8409,Q,59.83,9.91,11.45,3.56,31.78,34.35,161.47,147.23,2.62,2.86,0.35,9.99,2022-12-01 00:00:00
商之器,8409,Q,71.37,-36.45,-32.43,-4.1,30.55,-47.96,159.83,119.89,1.61,0.62,-0.4,9.65,2022-09-01 00:00:00
商之器,8409,Q,66.45,-61.66,-63.78,-6.66,29.59,-60.34,158.53,145.26,0.56,1.21,-0.68,9.95,2022-06-01 00:00:00
商之器,8409,Q,35.26,14.86,13,8.48,33.69,93.09,158.22,140.99,3.19,2.09,0.86,10.63,2022-03-01 00:00:00
商之器,8409,Y,48.04,1.45,1.04,1.27,31.78,7.17,161.47,147.23,7.6,3.25,0.13,9.99,2022-12-01 00:00:00
亨泰光,6747,Q,71.88,40.63,42.57,7.91,13.33,942.4,579.09,499.52,1.49,0.78,3.83,50.35,2022-09-01 00:00:00
亨泰光,6747,Q,69.23,30.03,37.84,5.39,25.08,531.6,289.13,264.39,1.3,0.89,2.66,45.82,2022-06-01 00:00:00
亨泰光,6747,Q,70.72,39.65,41.99,6.82,13.28,838.64,633.98,583.94,1.78,1.19,3.48,52.55,2022-03-01 00:00:00
威健生技,6661,Q,43.67,-9.78,-9.99,-1.64,32.46,-18.38,300.84,263.75,1.24,0.82,-0.21,12.64,2023-03-01 00:00:00
達亞,6762,Q,48.47,32.28,23.19,3.08,43.01,19.94,337.34,281.74,1.56,0.88,1.41,45.9,2023-03-01 00:00:00
威健生技,6661,Q,39.99,-2.71,-3.56,-0.84,30.24,-19.58,288.6,252.27,1.45,1.46,-0.11,13.03,2022-12-01 00:00:00
軒郁,6703,Y,65.27,13,10.65,18.74,22.34,398.24,421.45,365.51,14.82,5.49,7.79,41.76,2022-12-01 00:00:00
樂斯科,6662,Q,39.91,14.07,13.98,1.49,18.07,28.42,585.09,490.75,1.53,1.91,0.27,18.3,2023-03-01 00:00:00
訊聯,1784,Q,56.58,10.27,10.12,1.98,28.59,258.75,276.92,251.49,1.12,2.31,0.49,22.79,2023-03-01 00:00:00
訊聯,1784,Q,56.49,5.82,4.64,0.93,27.95,203.78,272.99,247.16,1.19,1.88,0.22,23.03,2022-12-01 00:00:00
訊聯,1784,Q,58.76,9.17,8.48,1.62,27.44,276.4,278.69,236.94,1.17,1.36,0.34,22.82,2022-09-01 00:00:00
訊聯,1784,Q,51.78,3.57,3.24,0.6,28.71,84.31,256.06,218.94,1.16,1.68,0.15,22.49,2022-06-01 00:00:00
訊聯,1784,Q,53.97,4.5,5.53,0.96,26.12,104.19,302.37,264.25,1.18,1.47,0.1,23.07,2022-03-01 00:00:00
盛弘,8403,Q,18.64,2.34,1.68,0.37,43.37,3.14,188.38,166.2,0.75,2.58,0.31,28.95,2023-03-01 00:00:00
醫揚,6569,Y,29.51,9.09,12.69,16.68,28.78,69.04,294.47,189.89,6.8,3.87,6.24,41.85,2022-12-01 00:00:00
慧智,6615,Q,29.71,-2.3,3.45,0.63,22.57,13.68,248.26,186.94,1.82,1.51,0.2,28.55,2023-03-01 00:00:00
慧智,6615,Q,29.24,-2.4,17.04,3.33,22.29,57.99,279.23,204.33,1.72,1.78,0.94,29.35,2022-12-01 00:00:00
慧智,6615,Q,26.12,-3.34,2.24,0.45,22.85,6.01,280.69,226.22,1.67,2.27,0.12,28.38,2022-09-01 00:00:00
慧智,6615,Q,29.54,1.65,4.4,0.95,28.5,22.51,230.74,193.65,1.92,2.69,0.28,28.22,2022-06-01 00:00:00
